Категорія ;Назва об'єкта українською мовою;Код
Село;БОВКУНИ;
Село;ДРАЧІ;
Село;ЗАЛІССЯ;
Село;КРИНИЦЯ;
Село;РЕШНІВКА;
Село;САМЧИКИ;
Село;СТЕПОК;
Село;САМЧИНЦІ;
Село;СЕМИРЕНЬКИ;
Село;САХНІВЦІ;
Село;КРАСНОСІЛКА;
Село;КИСЕЛІ;
Село;НЕМИРІВКА;
Село;СЕРБИНІВКА;
Село;ЛЕВКІВКА;
Село;ЙОСИПІВКА;
Село;КАЛИНІВКА;
Село;СКОВОРОДКИ;
Село;ВЕСЕЛЕ;
Село;КРУГЛИКИ;
Село;СТАРИЙ ОСТРОПІЛЬ;
Село;РАЙКИ;
Село;СТЕЦЬКИ;
Село;ДУБИНА;
Село;КОСТЯНЕЦЬ;
Село;КУЧІВКА;
Село;ПРОХОРІВКА;
Село;ГУБЧА;
Село;ЗЕЛЕНЦІ;
Село;МАЛЬКИ;
Село;ПАРТИНЦІ;
Село;ЧОРНА;
Село;ЛІСОВЕ;
Село;ШЕВЧЕНКА;
СМТ;СТАРА СИНЯВА;
Село;ІВАНКІВЦІ;
Село;ЙОСИПІВКА;
Село;ТЕЛІЖИНЦІ;
Село;УЛАСОВО-РУСАНІВКА;
Село;АДАМПІЛЬ;
Село;БАБИНЕ;
Село;БУГЛАЇ;
Село;ВИШНЕВЕ;
Село;ГОНЧАРИХА;
Село;ГРЕЧАНА;
Село;ДАШКІВЦІ;
Село;ДУБОВА;
Село;ЗАЛІССЯ;
Село;ЗАСТАВЦІ;
Село;ІВКИ;
Село;ІЛЯТКА;
Село;КАРПІВЦІ;
Село;КРАСНОСІЛКА;
Село;ЛИПКИ;
Село;ЛИСАНІВЦІ;
Село;МИКОЛАЇВКА;
Село;МИСЮРІВКА;
Село;МШАНЕЦЬ;
Село;НОВА СИНЯВКА;
Село;ОЖАРІВКА;
Село;ОЛЕКСАНДРІВКА;
Село;ОЛЕКСІЇВКА;
Село;ПАНЬКІВЦІ;
Село;ПАПЛИНЦІ;
Село;ПАСІЧНА;
Село;ПЕРЕКОРА;
Село;ПИЛЯВА;
Село;ПИЛЯВКА;
Село;ПИШКИ;
Село;ПОДОЛЯНИ;
Село;РІДКОДУБ;
Село;СЬОМАКИ;
Село;ТРАВНЕВЕ;
Село;ХАРКІВЦІ;
Село;ХУТІР ДАШКІВСЬКИЙ;
Село;ЦИМБАЛІВКА;
Село;ЧЕХИ;
Село;ЩЕРБАНІ;
Село;ЯБЛУНІВКА;
СМТ;ТЕОФІПОЛЬ;
СМТ;БАЗАЛІЯ;
Село;БЕРЕЖИНЦІ;
Село;РІДКА;
Село;БОРЩІВКА;
Село;ВАСИЛІВКА;
Село;ВЕЛИКИЙ ЛАЗУЧИН;
Село;МАЛИЙ ЛАЗУЧИН;
Село;ВОЛИЦЯ-ПОЛЬОВА;
Село;ВОЛИЦЯ;
Село;ВОРОНІВЦІ;
Село;НЕМИРИНЦІ;
Село;ГАВРИЛІВКА;
Село;КАРАЇНА;
Село;ПІДЛІСКИ;
Село;МЕДИСІВКА;
Село;ГАЛЬЧИНЦІ;
Село;ЄЛИЗАВЕТПІЛЬ;
Село;НОВОІВАНІВКА;
Село;ЧЕРВОНИЙ СЛУЧ;
Село;ІЛЬКІВЦІ;
Село;КОЛІСЕЦЬ;
Село;КАРАБІЇВКА;
Село;КОТЮРЖИНЦІ;
Село;КУНЧА;
Село;ДМИТРІВКА;
Село;ЛІДИХІВКА;
Село;ЗАРУДДЯ;
Село;СТРОКИ;
Село;ТРОЯНІВКА;
Село;МИХНІВКА;
Село;СВЯТЕЦЬ;
Село;ЛИСОГІРКА;
Село;МАР'ЯНІВКА;
Село;МИХИРИНЦІ;
Село;МАЛІ ЖЕРЕБКИ;
Село;НОВОСТАВЦІ;
Село;КОРОВ'Є;
Село;КРИВОВІЛЬКА;
Село;АНТОНІВКА;
Село;ВОВКІВЦІ;
Село;ЧОВГУЗІВ;
Село;ОЛІЙНИКИ;
Село;КОЛКИ;
Село;МАЙДАН-ПЕТРІВСЬКИЙ;
Село;ОРДИНЦІ;
Село;ЛЮТАРІВКА;
Село;ЧЕРВОНЕ;
Село;ПОЛЯХОВА;
Село;КУЗЬМИНЦІ;
Село;РОМАНІВ;
Село;ТУРІВКА;
Село;ЧЕРВОНА ДУБИНА;
Село;ШИБЕНА;
Село;ГАЇВКА;
СМТ;ЧОРНИЙ ОСТРІВ;
Село;ВОВЧА ГОРА;
Село;МАР'ЯНІВКА;
Село;АНТОНІВКА;
Село;БЕРЕЖАНКА;
Село;ВЕЗДЕНЬКИ;
Село;ГРУЗЕВИЦЯ;
Село;ЗАХАРІВЦІ;
Село;КАТЕРИНІВКА;
Село;КРАЧКИ;
Село;ЛАПКІВЦІ;
Село;ЛЯПИНЦІ;
Село;МАЛІ ОРЛИНЦІ;
Село;МАНИЛІВКА;
Село;МАРТИНІВКА;
Село;МИКОЛАЇВ;
Село;ОСТАШКИ;
Село;ПЕДОСИ;
Село;ПОЛЬОВІ ГРИНІВЦІ;
Село;РІДКОДУБИ;
Село;СТАВЧИНЦІ;
Село;БАХМАТІВЦІ;
Село;ВОДИЧКИ;
Село;КЛИМКІВЦІ;
Село;ГВАРДІЙСЬКЕ;
Село;ДОБРОГОРЩА;
Село;НАФТУЛІВКА;
Село;НЕМИЧИНЦІ;
Село;ГЕЛЕТИНЦІ;
Село;ДАНЮКИ;
Село;ЖУЧКІВЦІ;
Село;ОЛЕШКІВЦІ;
Село;РАЙКІВЦІ;
Село;ХОМИНЦІ;
Село;ЧАБАНИ;
Село;ДАВИДКІВЦІ;
Село;КОПИСТИН;
Селище;БОГДАНІВЦІ;
Село;ІВАШКІВЦІ;
Село;КОЛИБАНЬ;
Село;МАЛА КОЛИБАНЬ;
Село;ЛІСОВІ ГРИНІВЦІ;
Село;СКАРЖИНЦІ;
Село;АРКАДІЇВЦІ;
Село;ГНАТІВЦІ;
Село;КЛИМАШІВКА;
Село;МОЛОМОЛИНЦІ;
Село;ПАШКІВЦІ;
Село;ПЕЧЕСЬКИ;
Село;РЕДВИНЦІ;
Село;СТУФЧИНЦІ;
Село;ТЕРЕШІВЦІ;
Село;ТИРАНІВКА;
Село;ХОДАКІВЦІ;
Село;ШПИЧИНЦІ;
Село;МАЛАШІВЦІ;
Село;ВОЛИЦЯ;
Село;МАЛИНИЧІ;
Село;КУДРИНЦІ;
Село;РИЖУЛИНЦІ;
Село;МАСІВЦІ;
Село;ОЛЕШИН;
Село;ВЕЛИКА КАЛИНІВКА;
Село;ІВАНКІВЦІ;
Село;ЧЕРЕПІВКА;
Село;ЧЕРЕПОВА;
Село;ПАРХОМІВЦІ;
Село;ПИРОГІВЦІ;
Село;ПРИБУЗЬКЕ;
Село;РОЗСОША;
Село;НИЖЧІ ВОВКІВЦІ;
Село;ВИЩІ ВОВКІВЦІ;
Село;АНДРІЙКІВЦІ;
Село;КАРПІВЦІ;
Село;РУЖИЧАНКА;
Село;ШУМІВЦІ;
Село;ШАРОВЕЧКА;
Село;МАЦЬКІВЦІ;
СМТ;ЧЕМЕРІВЦІ;
СМТ;ЗАКУПНЕ;
Село;АНДРІЇВКА;
Село;БІЛА;
Село;БЕРЕЖАНКА;
Село;ВІВСЯ;
Село;ЛИСОГІРКА;
Село;ВИШНІВЧИК;
Село;ЗАВАДІВКА;
Село;СЛОБІДКА-СКИПЧАНСЬКА;
Село;ГОЛЕНИЩЕВЕ;
Село;РОМАНІВКА;
Село;ГУКІВ;
Село;БУРТИ;
Село;ДОЛИНІВКА;
Село;МАР'ЯНІВКА;
Село;ГУСЯТИН;
Село;БОДНАРІВКА;
Село;ЙОСИПІВКА;
Село;ЖАБИНЦІ;
Село;ЖЕРДЯ;
Село;ЗАЛУЧЧЯ;
Село;ЧЕРЧЕ;
Село;ЗАРІЧАНКА;
Село;ДРАГАНІВКА;
Село;ІВАХНІВЦІ;
Село;КОЧУБІЇВ;
Село;КОРМИЛЬЧА;
Село;РУЖА;
Село;КРАСНОСТАВЦІ;
Село;КУГАЇВЦІ;
Село;КУТКІВЦІ;
Село;ДУБІВКА;
Село;ЛЕТАВА;
Село;ВИГОДА;
Село;МИХАЙЛІВКА;
Село;НОВЕ ЖИТТЯ;
Село;ЧАГАРІВКА;
Село;ВІЛЬХІВЦІ;
Село;КУЗЬМИНЧИК;
Село;РУДКА;
Село;ПОЧАПИНЦІ;
Село;САДОВЕ;
Село;ПУКЛЯКИ;
Село;МАЛА БЕРЕЖАНКА;
Село;П'ЯТНИЧАНИ;
Село;СВІРШКІВЦІ;
Село;ДЕМКІВЦІ;
Село;ЗАЛІССЯ;
Село;СЛОБІДКА-СМОТРИЦЬКА;
Село;ГАЙОВЕ;
Село;ДІБРОВА;
Село;НОВА ГУТА;
Село;СОКИРИНЦІ;
Село;ЗБРИЖ;
Село;ВИШНЕВЕ;
Село;СТЕПАНІВКА;
Село;ХРОПОТОВА;
Село;ЦИКОВА;
Село;КАРАЧКІВЦІ;
Село;ЧОРНА;
Село;АНТОНІВКА;
Село;ШИДЛІВЦІ;
Село;ВЕЛИКА ЗЕЛЕНА;
Село;ВІКТОРІВКА;
Село;КРИКІВ;
Село;МАЛА ЗЕЛЕНА;
Село;ЮРКІВЦІ;
Село;ТЕРЕМКІВЦІ;
Село;ЯМПІЛЬЧИК;
СМТ;ГРИЦІВ;
Село;КОРПИЛІВКА;
Село;ВЕЛИКА РІШНІВКА;
Село;КОСА РІШНІВКА;
Село;СОШКИ;
Село;ВЕЛИКА ШКАРІВКА;
Село;КУРГАНІВКА;
Село;ОНИШКІВЦІ;
Село;ВЕРБІВЦІ;
Село;ВИШНЕВЕ;
Село;СУЛЬЖИН;
Село;ВОВКІВЦІ;
Село;ВОВКІВЧИКИ;
Село;ГОРОДИЩЕ;
Село;КРАСНОСІЛКА;
Село;ПАШУКИ;
Село;ГОРОДНЯВКА;
Село;БРОННИКИ;
Село;ДУБІЇВКА;
Село;ЗАМОРОЧЕННЯ;
Село;ЧЕРВОНИЙ ЦВІТ;
Село;КОРЧИК;
Село;РОМАНІВ;
Село;ХУТІР;
Село;КОСЬКІВ;
Село;ЛЕНКІВЦІ;
Село;СТЕП;
Село;ЛОТІВКА;
Село;САВЕРЦІ;
Село;МИХАЙЛЮЧКА;
Село;КОНОТОП;
Село;МАЙДАН-ЛАБУНЬ;
Село;СУДИМОНТ;
Село;ХМЕЛІВКА;
Село;ЦМІВКА;
Село;МОКІЇВЦІ;
Село;БІЛОПІЛЬ;
Село;ПИЛЯЇ;
Село;НОВИЧІ;
Село;ЖОЛУДКИ;
Село;МАЛЬОВАНКА;
Село;ПОЛЯНА;
Село;ПЛЕСНА;
Село;ЖИЛИНЦІ;
Село;ПЛІЩИН;
Село;РОЖИЧНА;
Село;ОРЛИНЦІ;
Село;УСТЯНІВКА;
Село;РИЛІВКА;
Село;КРУГЛИК;
Село;СЕНІГІВ;
Село;ЦВІТ;
Село;СЕРЕДИНЦІ;
Село;БЕРЕЗНЕ;
Село;СТАРІ БЕЙЗИМИ;
Село;БРИКУЛЯ;
Село;ЛАВРИНІВЦІ;
Село;МАРКІВЦІ;
Село;СУДИЛКІВ;
Село;БІЛОКРИНИЧЧЯ;
Село;КЛИМЕНТОВИЧІ;
Село;ЛОЗИЧНЕ;
Село;РУДНЯ-НОВЕНЬКА;
Село;ХРОЛИН;
Село;ВЕЛИКА МЕДВЕДІВКА;
Село;КУПИНЕ;
Село;САВИЧІ;
Село;ТРАУЛИН;
Село;ЧОТИРБОКИ;
СМТ;ЯРМОЛИНЦІ;
Село;ШЕВЧЕНКА;
Село;АНТОНІВЦІ;
Село;ГОЛОХВАСТИ;
Село;БАЛАМУТІВКА;
Село;ВИНОГРАДІВКА;
Село;ЛУГОВЕ;
Село;ІВАНКІВЦІ;
Село;МИХАЛКІВЦІ;
Село;МОНАСТИРОК;
Село;СЛОБІДКА;
Село;БАРАНІВКА;
Село;КРУТІ БРОДИ;
Село;БОДНАРІВКА;
Село;БОРБУХИ;
Село;БУЙВОЛІВЦІ;
Село;ВЕРБКА;
Село;ВЕРБКА-МУРОВАНА;
Село;ЛЕБЕДІВКА;
Село;ЖИЛИНЦІ;
Село;КАДИЇВКА;
Село;ВОЛУДРИНЦІ;
Село;СЛОБІДКА-КАДИЇВСЬКА;
Село;КОСОГІРКА;
Село;МИХАЙЛІВКА;
Село;ВИДОШНЯ;
Село;ІВАНІВКА;
Село;КОРОЛІВКА;
Село;ЛУКА;
Село;МИКИТИНЦІ;
Село;МОСКАЛІВКА;
Село;ВЕРХІВЦІ;
Село;КОРИТНА;
Село;ПАСІЧНА;
Село;ВАСИЛЬКІВЦІ;
Село;МАГНИШІВКА;
Село;ПРАВДІВКА;
Село;ВИХИЛІВКА;
Село;САВИНЦІ;
Село;СКАРЖИНЦІ;
Село;ЛЕХНІВКА;
Село;ПЕРЕГІНКА;
Село;СОКОЛІВКА;
Село;СОЛОБКІВЦІ;
Село;ГЛУШКІВЦІ;
Село;ГЛУШКОВЕЦЬКЕ;
Село;КОРНАЧІВКА;
Село;МАЙДАН-МОРОЗІВСЬКИЙ;
Село;ПРОСКУРІВКА;
Село;СЛОБІДКА-ГЛУШКОВЕЦЬКА;
Село;СТРІХІВЦІ;
Село;СОСНІВКА;
Село;СУТКІВЦІ;
Село;ЛИСІВКА;
Село;ТАРАСІВКА;
Село;АНДРІЇВКА;
Село;ТОМАШІВКА;
Село;НОВЕ СЕЛО;
Село;ШАРІВКА;
Село;ЯСЕНІВКА;
Селище;ОРШАНЕЦЬ;
Місто;ВАТУТІНЕ;
Село;СКАЛИВАТКА;
Місто;КАНІВ;
Місто;ЗОЛОТОНОША;
Селище;ГРИШКІВКА;
Село;ЗГАР;
Селище;ЯРКИ;
Місто;СМІЛА;
Селище;ІРДИНІВКА;
Місто;УМАНЬ;
Місто;ГОРОДИЩЕ;
Село;НАБОКІВ;
СМТ;ВІЛЬШАНА;
Селище;ХРЕСТІВКА;
Селище;САГАЙДАЧНЕ;
Село;ВЕРБІВКА;
Село;ВОРОНІВКА;
Село;В'ЯЗІВОК;
Село;ДМИТРОВЕ;
Селище;ІЛЬЧЕНКОВЕ;
Селище;КЛИЧКОВЕ;
Селище;КУДИНІВКА;
Селище;МОРГУНОВЕ;
Село;ПЕТРИКИ;
Село;СЕГЕДИНЦІ;
Селище;ТРИХУТОРІВКА;
СМТ;ЦВІТКОВЕ;
Село;ВАЛЯВА;
Село;ДИРДИН;
Село;ЖУРАВКА;
Село;ТИХІ ВЕРБИ;
Село;ЗЕЛЕНА ДІБРОВА;
Село;КАЛИНІВКА;
Село;КСАВЕРОВЕ;
Село;МЛІЇВ;
Село;БУДО-ОРЛОВЕЦЬКА;
Село;СТАРОСІЛЛЯ;
Село;ОРЛОВЕЦЬ;
Село;ПЕТРОПАВЛІВКА;
Село;ТОВСТА;
Селище;СТАДНИЦЯ;
Село;ХЛИСТУНІВКА;
СМТ;ДРАБІВ;
Село;ЛЕВЧЕНКОВЕ;
Село;ТОПОЛІ;
Село;БЕЗБОРОДЬКИ;
Село;БІЛОУСІВКА;
Село;БЕЗПАЛЬЧЕ;
Село;БИРЛІВКА;
Село;ПЕРШЕ ТРАВНЯ;
Село;ВЕЛИКИЙ ХУТІР;
Селище;АШАНІВКА;
Село;ВЕРШИНА-ЗГАРСЬКА;
Село;ДЕМКИ;
Село;НОВОМИКОЛАЇВКА;
Селище;ДРАБОВЕ-БАРЯТИНСЬКЕ;
Село;ЖОРНОКЛЬОВИ;
Село;ЗОЛОТОНОШКА;
Село;КАНТАКУЗІВКА;
Село;КОВАЛІВКА;
Село;ГРЕЧАНІВКА;
Село;КОЛОМИЦІ;
Село;КОНОНІВКА;
Селище;КОНОНІВКА;
Село;КРИШТОПІВКА;
Село;БОГДАНІВКА;
Селище;КВІТНЕВЕ;
Село;МЕХЕДІВКА;
Село;МИТЛАШІВКА;
Село;КОЗАЧЕ;
Село;ОЛІМПІАДІВКА;
Село;МИХАЙЛІВКА;
Село;ПАВЛІВЩИНА;
Село;БОЙКІВЩИНА;
Село;МОЙСІВКА;
Село;НЕХАЙКИ;
Село;ПРИВІТНЕ;
Село;ОСТАПІВКА;
Село;КОВТУНІВКА;
Село;ПЕРЕРВИНЦІ;
Селище;КОЗОРІЗИ;
Село;ПОГРЕБИ;
Селище;БОНДАРІВКА;
Село;ГАЙ;
Селище;РЕЦЮКІВЩИНА;
Село;РОЖДЕСТВЕНСЬКЕ;
Село;СВІЧКІВКА;
Село;ХОМІВЩИНА;
Село;СТЕПАНІВКА;
Село;ШРАМКІВКА;
Селище;ВИШНЕВЕ;
Село;ЯВОРІВКА;
Селище;ЧЕРВОНА ДАЧА;
Місто;ЖАШКІВ;
Село;ВІЛЬШАНКА;
Село;ЛИТВИНІВКА;
Село;МАРІЙКА;
Село;СКИБИН;
Село;ОЛЕКСАНДРІВКА;
Село;БАШТЕЧКИ;
Село;БЕЗПЕЧНА;
Село;БУЗІВКА;
Село;ЗЕЛЕНИЙ РІГ;
Село;ВОРОНЕ;
Село;ЖИТНИКИ;
Село;КОНЕЛЬСЬКА ПОПІВКА;
Село;КОРОЛІВКА;
Село;КРИВЧУНКА;
Село;ЛЕМІЩИХА;
Село;НАГІРНА;
Селище;КОСТЯНТИНІВКА;
Село;ПОБІЙНА;
Село;НОВА ГРЕБЛЯ;
Село;ОХМАТІВ;
Село;ПАВЛІВКА;
Село;ПУГАЧІВКА;
Село;САБАДАШ;
Село;СОКОЛІВКА;
Село;КОНЕЛА;
Село;КОНЕЛЬСЬКІ ХУТОРИ;
Село;МЕДУВАТА;
Село;ОСТРОЖАНИ;
Село;СОРОКОТЯГА;
Село;ТЕТЕРІВКА;
Село;ТИХИЙ ХУТІР;
Село;ТИНІВКА;
Село;ХИЖНЯ;
Село;ОДАЙ;
Село;ЧЕРВОНИЙ КУТ;
Село;ШУЛЯКИ;
Селище;АДАМІВКА;
Місто;ЗВЕНИГОРОДКА;
Село;БАГАЧІВКА;
Село;МИХАЙЛІВКА;
Село;ПАВЛІВКА;
Село;БОРОВИКОВЕ;
Селище;ЮРКОВЕ;
Село;ВОДЯНИКИ;
Село;КОБИЛЯКИ;
Село;ПОПІВКА;
Село;ЧИЖІВКА;
Село;ГУДЗІВКА;
Село;ГУСАКОВЕ;
Село;КОЗАЦЬКЕ;
Село;КНЯЖА;
Село;МИЗИНІВКА;
Селище;ОЛЕКСАНДРІВКА;
Село;СТАРА БУДА;
Село;МОРИНЦІ;
Село;ГНИЛЕЦЬ;
Село;НЕМОРОЖ;
Село;МУРЗИНЦІ;
Село;ОЗІРНА;
Село;ВІЛЬХОВЕЦЬ;
Село;РИЗИНЕ;
Село;РИЖАНІВКА;
Село;СТЕБНЕ;
Село;СТЕЦІВКА;
Село;ХЛИПНІВКА;
Село;МАЙДАНІВКА;
Село;ЧЕМЕРИСЬКЕ;
Село;БАРВІНОК;
Село;ЧИЧИРКОЗІВКА;
Село;ШЕВЧЕНКОВЕ;
Село;ДЕМКОВЕ;
Селище;КОНОНОВЕ-ІВАСІВ;
Село;БУДИЩЕ;
Село;ПЕДИНІВКА;
Село;ТАРАСІВКА;
Селище;ШАМПАНІЯ;
Село;ЮРКІВКА;
Село;АНТИПІВКА;
Село;БАКАЇВКА;
Село;БОГДАНИ;
Селище;ШКОДУНІВКА;
Село;БОГУСЛАВЕЦЬ;
Село;БРОВАРКИ;
Селище;МАЛИНІВЩИНА;
Село;БУБНІВСЬКА СЛОБІДКА;
Село;ВІЛЬХИ;
Селище;ХОЛОДНЕ;
Село;ВОЗНЕСЕНСЬКЕ;
Селище;КАНІВЩИНА;
Селище;СТЕПОВЕ;
Селище;ПАЛЬМІРА;
Село;ГЕЛЬМЯЗІВ;
Село;ГЛАДКІВЩИНА;
Селище;ГЛАДКІВЩИНА;
Село;ДЕНЬГИ;
Село;ХВИЛЬОВО-СОРОЧИН;
Село;ДМИТРІВКА;
Село;МАТВІЇВКА;
Село;ДОМАНТОВЕ;
Село;ДРАБІВЦІ;
Село;МАРКІЗІВКА;
Село;СЕНЬКІВЦІ;
Село;ЗОРІВКА;
Село;ЧЕРНЕЩИНА;
Село;КАЛЕНИКИ;
Селище;КОВТУНІВКА;
Село;КОВРАЙ;
Село;КОВРАЙ ДРУГИЙ;
Село;КОВТУНИ;
Село;МИЦАЛІВКА;
Село;КОРОБІВКА;
Село;КЕДИНА ГОРА;
Село;КОМАРІВКА;
Селище;СНІГУРІВКА;
Село;КРОПИВНА;
Село;МАЛІЇВКА;
Село;ЩЕРБИНІВКА;
Село;КРИВОНОСІВКА;
Село;КРУПСЬКЕ;
Село;ЛУКАШІВКА;
Село;ХРУЩІВКА;
Село;НОВА ДМИТРІВКА;
Селище;ДІБРІВКА;
Село;МЕЛЕСІВКА;
Село;ПІЩАНЕ;
Село;КОВРАЙСЬКІ ХУТОРИ;
Село;ПЛЕШКАНІ;
Село;ПОДІЛЬСЬКЕ;
Село;ПІДСТАВКИ;
Село;ПРИВІТНЕ;
Селище;РОЗДОЛ;
Село;СИНЬООКІВКА;
Село;СКОРИКІВКА;
Село;ЛЬВІВКА;
Село;СОФІЇВКА;
Село;БЛАГОДАТНЕ;
Село;ШАБЕЛЬНИКИ;
Село;НОВА ГРЕБЛЯ;
Місто;КАМ'ЯНКА;
Село;ТИМОШІВКА;
Село;ЮРЧИХА;
Село;БАЛАНДИНЕ;
Селище;БОГДАНІВСЬКЕ;
Село;КАТЕРИНІВКА;
Село;КОХАНІВКА;
Село;ОЛЯНИНЕ;
Село;РАДИВАНІВКА;
Село;ГРУШКІВКА;
Село;ЖАБОТИН;
Селище;СОКИРНЕ;
Село;ФЛЯРКІВКА;
Село;КОСАРІ;
Село;ЛЕБЕДІВКА;
Селище;КОПІЙЧАНА;
Село;ВЕРБІВКА;
Селище;КАЛИНІВКА;
Село;ЛУЗАНІВКА;
Село;ЛУБЕНЦІ;
Селище;ГРЕКОВЕ;
Село;КУЛИКІВКА;
Село;МИХАЙЛІВКА;
Селище;ЛІСОВЕ;
Село;ПЛЯКІВКА;
Село;РЕБЕДАЙЛІВКА;
Село;РЕВІВКА;
Село;РАЙГОРОД;
Село;ЯРОВЕ;
Село;ТЕЛЕПИНЕ;
Село;БОБРИЦЯ;
Село;СТУДЕНЕЦЬ;
Село;БУЧАК;
Село;ГЛИНЧА;
Село;ГРИГОРІВКА;
Село;ГРИЩИНЦІ;
Село;ІВАНЬКІВ;
Село;ЛУКОВИЦЯ;
Село;ПШЕНИЧНИКИ;
Село;ТРАХТЕМИРІВ;
Село;ТРОСТЯНЕЦЬ;
